time,open,high,low,close,volume,average,barCount
2021-11-19 17:30:00,16549.0,16559.5,16537.75,16541.0,7187.0,16550.675,4660
2021-11-19 17:31:00,16541.75,16545.25,16518.5,16519.5,4966.0,16534.325,3215
2021-11-19 17:32:00,16519.25,16533.5,16516.25,16532.5,4064.0,16525.575,2636
2021-11-19 17:33:00,16532.75,16533.5,16525.25,16527.5,2121.0,16530.15,1454
2021-11-19 17:34:00,16527.5,16533.5,16524.0,16530.5,1859.0,16528.375,1295
2021-11-19 17:35:00,16529.75,16542.25,16525.5,16541.25,2991.0,16534.575,1951
2021-11-19 17:36:00,16541.25,16552.5,16539.0,16551.0,2519.0,16545.725,1718
2021-11-19 17:37:00,16551.5,16562.0,16550.0,16556.25,2680.0,16555.25,1809
2021-11-19 17:38:00,16556.0,16558.75,16546.0,16550.0,1648.0,16551.75,1157
2021-11-19 17:39:00,16550.25,16560.0,16550.0,16556.5,1429.0,16555.125,997
2021-11-19 17:40:00,16556.5,16562.0,16544.0,16550.25,2363.0,16551.625,1619
2021-11-19 17:41:00,16550.0,16554.5,16544.5,16546.5,1237.0,16549.25,892
2021-11-19 17:42:00,16546.5,16556.25,16545.0,16550.5,1340.0,16550.225,920
2021-11-19 17:43:00,16550.75,16559.5,16548.25,16556.0,1225.0,16554.375,851
2021-11-19 17:44:00,16556.5,16564.0,16555.5,16563.75,1465.0,16560.0,947
2021-11-19 17:45:00,16563.75,16576.5,16563.5,16574.0,2961.0,16571.525,1825
2021-11-19 17:46:00,16574.25,16578.0,16556.0,16556.0,2236.0,16566.375,1427
2021-11-19 17:47:00,16556.5,16565.25,16555.5,16560.75,1512.0,16560.625,1104
2021-11-19 17:48:00,16560.75,16575.5,16560.25,16571.25,1874.0,16569.425,1219
2021-11-19 17:49:00,16571.0,16583.25,16568.25,16580.25,1824.0,16574.475,1114
2021-11-19 17:50:00,16580.25,16585.75,16575.0,16579.5,2018.0,16580.075,1315
2021-11-19 17:51:00,16579.75,16581.5,16571.25,16573.25,1488.0,16576.175,960
2021-11-19 17:52:00,16573.0,16588.0,16572.5,16581.25,1803.0,16582.65,1097
2021-11-19 17:53:00,16581.0,16584.25,16574.75,16576.0,1183.0,16579.05,780
2021-11-19 17:54:00,16576.0,16589.0,16575.25,16587.5,1502.0,16583.8,894
2021-11-19 17:55:00,16587.5,16587.75,16580.0,16584.0,1340.0,16583.275,931
2021-11-19 17:56:00,16583.25,16594.0,16580.0,16590.5,2509.0,16588.125,1431
2021-11-19 17:57:00,16590.5,16609.5,16589.75,16603.5,4234.0,16602.275,2232
2021-11-19 17:58:00,16603.0,16615.25,16603.0,16611.0,3081.0,16610.925,1706
2021-11-19 17:59:00,16611.25,16616.0,16608.5,16612.5,1985.0,16611.925,1178
2021-11-19 18:00:00,16613.0,16617.0,16600.25,16605.25,3768.0,16607.425,2217
2021-11-19 18:01:00,16605.5,16607.75,16601.5,16605.0,1465.0,16604.575,978
2021-11-19 18:02:00,16604.75,16611.0,16600.75,16608.5,1492.0,16606.625,922
2021-11-19 18:03:00,16608.75,16613.25,16605.25,16606.25,1515.0,16609.375,909
2021-11-19 18:04:00,16606.0,16607.0,16588.5,16590.25,3035.0,16597.175,1777
2021-11-19 18:05:00,16590.25,16599.75,16589.25,16594.75,2375.0,16594.175,1347
2021-11-19 18:06:00,16594.5,16594.5,16574.5,16583.25,3230.0,16581.45,1867
2021-11-19 18:07:00,16583.75,16597.5,16582.75,16591.0,2093.0,16589.7,1238
2021-11-19 18:08:00,16591.25,16594.0,16583.5,16592.25,1435.0,16588.475,915
2021-11-19 18:09:00,16592.0,16595.0,16585.0,16586.5,1247.0,16589.35,755
2021-11-19 18:10:00,16586.5,16586.75,16571.0,16572.25,2329.0,16579.575,1394
2021-11-19 18:11:00,16572.75,16579.75,16570.5,16578.75,1521.0,16575.7,942
2021-11-19 18:12:00,16578.25,16584.0,16577.0,16579.25,1200.0,16580.55,787
2021-11-19 18:13:00,16579.5,16589.25,16578.0,16587.5,1422.0,16583.525,909
2021-11-19 18:14:00,16587.5,16588.25,16582.5,16587.75,1254.0,16585.55,760
2021-11-19 18:15:00,16587.75,16593.5,16578.5,16579.25,1804.0,16586.25,1116
2021-11-19 18:16:00,16580.0,16588.0,16576.5,16587.25,1269.0,16581.925,769
2021-11-19 18:17:00,16587.5,16596.0,16585.25,16588.5,1491.0,16591.225,852
2021-11-19 18:18:00,16588.0,16591.25,16584.75,16585.5,1031.0,16587.85,647
2021-11-19 18:19:00,16585.75,16593.5,16584.75,16590.25,819.0,16589.325,524
2021-11-19 18:20:00,16590.5,16596.0,16583.0,16585.0,1346.0,16589.85,771
2021-11-19 18:21:00,16584.75,16591.0,16582.5,16590.0,1174.0,16586.775,686
2021-11-19 18:22:00,16590.25,16596.75,16589.25,16593.0,1037.0,16593.15,639
2021-11-19 18:23:00,16593.0,16599.0,16589.75,16597.0,925.0,16594.7,610
2021-11-19 18:24:00,16596.5,16599.5,16587.75,16587.75,1191.0,16594.35,663
2021-11-19 18:25:00,16587.5,16590.0,16577.0,16578.25,1803.0,16584.4,1014
2021-11-19 18:26:00,16578.25,16580.25,16562.5,16563.25,3113.0,16569.7,1844
2021-11-19 18:27:00,16563.5,16565.25,16549.25,16554.5,3296.0,16555.025,1988
2021-11-19 18:28:00,16554.25,16562.5,16550.75,16556.75,1762.0,16558.2,1134
2021-11-19 18:29:00,16556.5,16562.0,16547.75,16548.0,1577.0,16555.025,971
2021-11-19 18:30:00,16548.25,16557.75,16546.5,16548.75,2320.0,16551.675,1446
2021-11-19 18:31:00,16548.75,16557.0,16548.75,16551.25,1143.0,16553.825,712
2021-11-19 18:32:00,16551.25,16567.75,16551.25,16562.5,1678.0,16560.525,1038
2021-11-19 18:33:00,16563.0,16569.0,16562.0,16565.75,1041.0,16566.4,667
2021-11-19 18:34:00,16566.25,16574.0,16565.5,16572.25,1411.0,16570.0,805
2021-11-19 18:35:00,16572.5,16573.0,16564.0,16565.5,1060.0,16568.225,689
2021-11-19 18:36:00,16565.75,16571.75,16561.75,16571.5,927.0,16566.625,571
2021-11-19 18:37:00,16571.5,16583.25,16570.75,16578.5,1757.0,16578.375,1092
2021-11-19 18:38:00,16578.75,16585.25,16578.0,16580.5,1379.0,16581.85,765
2021-11-19 18:39:00,16580.0,16584.75,16579.75,16583.75,679.0,16582.575,429
2021-11-19 18:40:00,16583.5,16585.0,16578.5,16581.25,973.0,16581.8,575
2021-11-19 18:41:00,16581.5,16584.0,16578.75,16581.5,621.0,16581.625,385
2021-11-19 18:42:00,16581.75,16595.25,16581.5,16594.0,1707.0,16590.5,974
2021-11-19 18:43:00,16594.25,16595.5,16589.75,16595.5,954.0,16592.65,609
2021-11-19 18:44:00,16595.25,16597.0,16587.0,16589.25,991.0,16591.875,597
2021-11-19 18:45:00,16589.0,16590.75,16573.25,16580.0,2490.0,16579.15,1449
2021-11-19 18:46:00,16580.0,16586.5,16574.25,16586.25,1177.0,16579.775,712
2021-11-19 18:47:00,16585.75,16589.75,16566.75,16566.75,1975.0,16577.65,1192
2021-11-19 18:48:00,16567.0,16572.0,16560.5,16569.25,1563.0,16566.45,996
2021-11-19 18:49:00,16569.5,16577.25,16566.5,16577.25,1022.0,16572.325,660
2021-11-19 18:50:00,16577.5,16584.75,16573.75,16580.0,1310.0,16579.175,846
2021-11-19 18:51:00,16579.75,16582.5,16572.25,16574.75,1103.0,16577.5,704
2021-11-19 18:52:00,16574.5,16575.0,16565.0,16569.0,1119.0,16570.15,724
2021-11-19 18:53:00,16569.5,16570.0,16561.0,16567.5,1253.0,16564.875,768
2021-11-19 18:54:00,16567.75,16571.75,16567.0,16571.5,677.0,16569.65,450
2021-11-19 18:55:00,16571.25,16575.0,16565.0,16574.75,1157.0,16571.025,709
2021-11-19 18:56:00,16574.5,16576.75,16567.0,16569.5,1120.0,16572.025,673
2021-11-19 18:57:00,16569.5,16573.75,16565.75,16567.5,794.0,16570.125,483
2021-11-19 18:58:00,16567.25,16572.75,16565.5,16567.75,888.0,16568.175,576
2021-11-19 18:59:00,16567.25,16572.0,16564.25,16565.5,1021.0,16568.3,625
2021-11-19 19:00:00,16565.75,16571.5,16562.0,16568.75,1187.0,16566.825,731
2021-11-19 19:01:00,16568.75,16578.5,16565.5,16575.5,1349.0,16573.3,800
2021-11-19 19:02:00,16575.25,16583.5,16574.5,16582.25,985.0,16578.975,602
2021-11-19 19:03:00,16581.75,16583.25,16576.0,16580.25,858.0,16579.225,515
2021-11-19 19:04:00,16580.25,16588.25,16578.75,16588.0,1181.0,16583.675,681
2021-11-19 19:05:00,16588.5,16591.75,16584.0,16589.75,1382.0,16588.325,830
2021-11-19 19:06:00,16590.0,16590.25,16579.5,16582.25,1131.0,16583.375,643
2021-11-19 19:07:00,16581.75,16586.75,16577.5,16585.5,822.0,16581.825,501
2021-11-19 19:08:00,16585.0,16587.75,16581.25,16582.75,652.0,16585.6,407
2021-11-19 19:09:00,16583.0,16584.5,16580.25,16581.75,446.0,16582.45,303
2021-11-19 19:10:00,16581.5,16587.25,16579.0,16587.0,661.0,16582.95,431
2021-11-19 19:11:00,16587.25,16590.5,16584.0,16588.25,750.0,16587.475,460
2021-11-19 19:12:00,16588.5,16590.5,16584.75,16589.75,672.0,16587.775,453
2021-11-19 19:13:00,16589.75,16592.0,16587.75,16591.25,611.0,16590.2,403
2021-11-19 19:14:00,16591.75,16592.25,16585.5,16587.0,583.0,16589.025,401
2021-11-19 19:15:00,16586.75,16592.75,16585.5,16592.75,675.0,16589.4,443
2021-11-19 19:16:00,16593.0,16595.0,16590.75,16595.0,681.0,16592.85,417
2021-11-19 19:17:00,16595.5,16603.75,16592.75,16602.25,1613.0,16598.775,906
2021-11-19 19:18:00,16602.75,16603.25,16596.75,16599.5,1054.0,16599.95,595
2021-11-19 19:19:00,16599.25,16599.5,16594.0,16595.25,505.0,16596.8,349
2021-11-19 19:20:00,16595.5,16599.25,16594.25,16595.25,537.0,16596.325,358
2021-11-19 19:21:00,16595.75,16595.75,16586.0,16589.75,1203.0,16590.125,662
2021-11-19 19:22:00,16589.5,16595.25,16589.0,16595.25,540.0,16591.8,332
2021-11-19 19:23:00,16595.25,16598.25,16593.5,16595.5,516.0,16595.525,341
2021-11-19 19:24:00,16594.75,16600.75,16592.75,16593.25,763.0,16596.45,500
2021-11-19 19:25:00,16593.5,16600.5,16591.25,16599.5,617.0,16594.825,390
2021-11-19 19:26:00,16599.5,16602.75,16594.0,16594.75,812.0,16598.15,507
2021-11-19 19:27:00,16595.0,16596.75,16587.5,16590.75,811.0,16591.4,494
2021-11-19 19:28:00,16590.25,16602.25,16589.5,16601.75,959.0,16597.525,565
2021-11-19 19:29:00,16602.0,16607.25,16600.5,16607.25,970.0,16603.5,577
2021-11-19 19:30:00,16607.25,16615.5,16607.25,16611.25,1632.0,16612.05,921
2021-11-19 19:31:00,16611.5,16612.0,16599.25,16600.5,1210.0,16604.8,646
2021-11-19 19:32:00,16600.5,16604.5,16599.0,16602.0,721.0,16601.875,432
2021-11-19 19:33:00,16601.5,16605.75,16595.75,16601.0,929.0,16600.775,585
2021-11-19 19:34:00,16600.5,16603.5,16598.5,16602.5,807.0,16601.4,482
2021-11-19 19:35:00,16602.5,16612.25,16602.5,16609.75,1061.0,16607.525,626
2021-11-19 19:36:00,16609.25,16613.5,16608.5,16611.0,711.0,16611.05,411
2021-11-19 19:37:00,16611.0,16626.25,16610.75,16625.75,2558.0,16619.575,1300
2021-11-19 19:38:00,16625.75,16625.75,16616.0,16621.75,1363.0,16621.225,776
2021-11-19 19:39:00,16621.5,16622.25,16614.75,16618.0,984.0,16617.9,533
2021-11-19 19:40:00,16618.25,16619.5,16610.25,16610.75,1285.0,16613.05,750
2021-11-19 19:41:00,16610.75,16615.5,16607.0,16615.25,1010.0,16610.625,609
2021-11-19 19:42:00,16615.25,16619.0,16612.75,16614.25,959.0,16616.375,524
2021-11-19 19:43:00,16614.25,16614.5,16609.5,16613.25,956.0,16611.075,477
2021-11-19 19:44:00,16613.0,16613.5,16609.0,16610.0,600.0,16611.225,365
2021-11-19 19:45:00,16610.5,16612.0,16607.25,16609.5,722.0,16609.45,438
2021-11-19 19:46:00,16609.25,16615.5,16609.25,16612.5,637.0,16613.0,372
2021-11-19 19:47:00,16612.25,16612.75,16606.0,16608.75,969.0,16608.925,546
2021-11-19 19:48:00,16608.5,16611.0,16606.5,16607.75,717.0,16609.0,380
2021-11-19 19:49:00,16607.75,16610.5,16605.0,16606.0,673.0,16607.225,397
2021-11-19 19:50:00,16606.5,16613.25,16604.0,16612.5,905.0,16608.4,597
2021-11-19 19:51:00,16612.25,16612.25,16606.5,16610.0,816.0,16608.575,488
2021-11-19 19:52:00,16609.75,16614.25,16609.0,16610.75,483.0,16612.05,308
2021-11-19 19:53:00,16610.5,16611.0,16601.75,16602.25,915.0,16605.35,538
2021-11-19 19:54:00,16602.5,16603.5,16599.5,16602.25,849.0,16601.175,491
2021-11-19 19:55:00,16602.25,16604.5,16599.5,16602.75,884.0,16602.2,524
2021-11-19 19:56:00,16602.5,16603.0,16595.0,16600.75,920.0,16598.575,569
2021-11-19 19:57:00,16600.75,16606.75,16599.5,16603.0,694.0,16603.425,438
2021-11-19 19:58:00,16603.25,16607.0,16603.0,16604.75,587.0,16604.9,340
2021-11-19 19:59:00,16605.0,16608.0,16602.75,16603.5,493.0,16605.675,300
2021-11-19 20:00:00,16603.75,16606.25,16602.75,16606.25,568.0,16604.475,318
2021-11-19 20:01:00,16606.5,16609.0,16605.75,16607.75,581.0,16607.2,333
2021-11-19 20:02:00,16607.75,16608.0,16605.0,16608.0,364.0,16606.6,223
2021-11-19 20:03:00,16608.0,16609.0,16605.25,16608.5,499.0,16607.35,304
2021-11-19 20:04:00,16608.5,16608.5,16602.75,16605.5,640.0,16605.25,358
2021-11-19 20:05:00,16605.25,16610.5,16604.5,16610.0,550.0,16607.95,332
2021-11-19 20:06:00,16610.25,16611.0,16605.75,16609.5,518.0,16608.575,313
2021-11-19 20:07:00,16609.25,16612.5,16608.25,16611.0,440.0,16611.125,261
2021-11-19 20:08:00,16611.0,16612.75,16604.25,16604.25,704.0,16608.95,385
2021-11-19 20:09:00,16604.25,16608.0,16603.0,16603.75,572.0,16605.05,353
2021-11-19 20:10:00,16604.0,16612.5,16603.25,16612.0,690.0,16607.55,411
2021-11-19 20:11:00,16611.75,16617.0,16611.0,16614.0,920.0,16613.6,531
2021-11-19 20:12:00,16614.0,16615.5,16611.5,16613.5,591.0,16613.375,350
2021-11-19 20:13:00,16613.75,16616.5,16613.0,16616.5,462.0,16614.375,254
2021-11-19 20:14:00,16616.5,16619.5,16615.25,16617.0,804.0,16617.6,404
2021-11-19 20:15:00,16616.75,16617.0,16610.25,16611.75,655.0,16613.225,361
2021-11-19 20:16:00,16612.0,16613.0,16609.0,16609.25,392.0,16611.4,252
2021-11-19 20:17:00,16609.75,16612.0,16609.0,16610.5,464.0,16610.5,282
2021-11-19 20:18:00,16610.25,16610.75,16604.75,16605.5,617.0,16607.175,338
2021-11-19 20:19:00,16605.75,16606.25,16598.0,16603.25,1086.0,16601.625,564
2021-11-19 20:20:00,16603.25,16603.5,16597.5,16599.0,795.0,16600.05,418
2021-11-19 20:21:00,16599.25,16607.25,16598.75,16607.0,812.0,16604.5,442
2021-11-19 20:22:00,16607.0,16607.75,16604.25,16605.75,477.0,16605.85,236
2021-11-19 20:23:00,16605.75,16606.5,16601.75,16605.25,318.0,16604.05,206
2021-11-19 20:24:00,16605.25,16607.5,16605.0,16606.5,297.0,16606.225,193
2021-11-19 20:25:00,16606.25,16610.0,16605.0,16605.75,452.0,16608.2,311
2021-11-19 20:26:00,16606.0,16608.0,16603.75,16607.75,248.0,16605.5,158
2021-11-19 20:27:00,16607.75,16608.0,16605.25,16607.5,220.0,16606.775,135
2021-11-19 20:28:00,16607.25,16609.5,16606.75,16608.75,201.0,16608.0,127
2021-11-19 20:29:00,16609.0,16609.25,16606.75,16607.0,245.0,16607.975,144
2021-11-19 20:30:00,16607.25,16613.0,16606.5,16610.0,616.0,16610.425,386
2021-11-19 20:31:00,16610.25,16614.5,16610.0,16614.5,649.0,16612.325,343
2021-11-19 20:32:00,16614.5,16614.5,16610.25,16611.25,380.0,16612.375,230
2021-11-19 20:33:00,16611.0,16612.75,16609.75,16612.25,349.0,16611.175,196
2021-11-19 20:34:00,16612.75,16614.75,16612.0,16614.75,528.0,16613.45,312
2021-11-19 20:35:00,16614.5,16616.0,16613.5,16615.25,595.0,16614.875,323
2021-11-19 20:36:00,16615.25,16618.0,16614.5,16616.25,728.0,16616.5,346
2021-11-19 20:37:00,16616.5,16627.75,16615.5,16626.0,1723.0,16622.0,882
2021-11-19 20:38:00,16626.5,16628.5,16615.5,16619.75,1402.0,16621.825,790
2021-11-19 20:39:00,16619.75,16619.75,16608.25,16612.5,1470.0,16613.975,770
2021-11-19 20:40:00,16613.0,16613.0,16601.5,16601.5,1302.0,16606.7,746
2021-11-19 20:41:00,16602.0,16603.25,16588.0,16600.75,2568.0,16594.825,1381
2021-11-19 20:42:00,16600.75,16603.75,16597.75,16602.0,851.0,16600.575,528
2021-11-19 20:43:00,16602.25,16603.75,16598.75,16602.75,665.0,16601.225,391
2021-11-19 20:44:00,16603.0,16603.75,16597.75,16600.25,880.0,16600.425,480
2021-11-19 20:45:00,16600.5,16601.75,16595.0,16595.0,955.0,16598.8,498
2021-11-19 20:46:00,16595.25,16596.75,16591.5,16594.25,917.0,16594.25,515
2021-11-19 20:47:00,16594.25,16595.0,16588.75,16589.25,715.0,16591.4,414
2021-11-19 20:48:00,16589.25,16591.5,16586.25,16590.75,813.0,16589.125,488
